id,symbol,name,chain,ecosystem,address,usd_price,mcap,fdv,volume_24h,total_liquidity,price_change_percentage_1h,price_change_percentage_24h,price_change_percentage_7d,price_change_percentage_30d,volume_change_percentage_7d,volume_change_percentage_30d,mcap_change_percentage_7d,mcap_change_percentage_30d,price_high_24h,price_ath,circulating_supply,total_supply,support,resistance,rsi,sma,total_holder_count,holder_count_change_percentage_24h,fifty_percentage_holding_wallet_count,first_100_buyers_initial_bought,first_100_buyers_initial_bought_percentage,first_100_buyers_current_holding,first_100_buyers_current_holding_percentage,top_10_holder_balance,top_10_holder_percentage,top_50_holder_balance,top_50_holder_percentage,top_100_holder_balance,top_100_holder_percentage,top_25_holder_buy_24h,top_25_holder_sold_24h,wallet_address,wallet_balance,dev_wallet_total_holding_percentage,dev_wallet_outflow_txs_count_24h,dev_wallet_outflow_amount_24h,fresh_wallet,dev_sold,dev_sold_percentage,bundle_wallet_count,bundle_wallet_supply_percentage,mindshare_3d,mindshare_change_percentage_3d,impression_count_3d,impression_count_change_percentage_3d,engagement_count_3d,engagement_count_change_percentage_3d,follower_count_3d,smart_follower_count_3d,mindshare_7d,mindshare_change_percentage_7d,impression_count_7d,impression_count_change_percentage_7d,engagement_count_7d,engagement_count_change_percentage_7d,follower_count_7d,smart_follower_count_7d,last_updated_at
mansory-token,MNSRY,Mansory Token,solana,solana,,0.0497,44703416.00,44703416.00,1329190.00,814243.40,-1.81,14.13,13.63,-2.45,663.20,39.80,16.70,-0.40,0.0551,0.0848,899993842.00,899993842.00,,,71.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:34.829Z
coin98,C98,Coin98,solana,solana,,0.0462,44672087.00,46199241.00,12367317.00,31712.80,-0.65,-8.78,-4.66,-37.96,54.60,-21.80,-3.20,-34.90,0.0508,6.4200,966944169.00,1000000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.668Z
m2-global-wealth-limited-mmx,MMX,MMX,solana,solana,,0.2754,44530718.00,137652491.00,55812.00,73551.70,-0.55,-8.05,45.88,91.91,14.60,-15.50,59.40,100.70,0.3218,3.4700,161717255.89,499897237.89,0.1872603860,0.4575392761,31.78,0.2947269901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.664Z
act-i-the-ai-prophecy,ACT,Act I The AI Prophecy,solana,solana,,0.0469,44452326.00,44452326.00,57850316.00,3072737.30,0.44,-2.33,-1.43,-39.76,,,,,0.0486,0.9198,948244938.90,948244938.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06357807922898212,5.69,7934,38.27,132,57.14,87939,810,0.05448111990242361,-47.31,13672,-24.25,216,-46.13,87939,809,2025-06-13T09:14:51.243Z
maxi-payfi-strategy-token,MPST,Maxi PayFi Strategy Token,solana,solana,,1.0000,42165539.00,42165539.00,97428.00,50584.10,0.00,0.13,0.11,-1.56,114.20,-43.30,43.70,22.20,1.0000,1.0490,42152687.57,17521957.81,0.9958963156,1.0015031737,51.76,0.9997715732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:50.389Z
socean-staked-sol,INF,Sanctum Infinity,solana,solana,,193.0500,42120541.00,129008631.00,7309910.00,3512882.90,-0.12,-9.10,-1.75,-18.10,92.60,28.30,-1.90,-16.90,213.5800,363.8900,218184.17,668264.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.602Z
griffain,GRIFFAIN,GRIFFAIN,solana,solana,,0.0419,41921463.00,41921463.00,17350668.00,2926873.20,-2.06,-16.91,-19.90,-67.25,10.80,-48.30,-19.00,-67.30,0.0512,0.6249,999864313.36,999868219.13,0.0519062805,0.0632058825,30.87,0.0577919496,,,,,,,,,,,,,,,,,,,,,,,,,,0.10616152793375207,-55.75,,,,,124055,1747,0.16611962524633728,-1.57,,,,,124055,1746,2025-06-13T09:12:09.665Z
simon-s-cat,CAT,Simon's Cat,solana,solana,,0.0000,41175731.00,49402049.00,11275908.00,64968.80,0.91,-11.11,-8.59,-46.01,88.60,-46.90,-5.80,-44.40,0.0000,0.0001,6749783055123.64,8099920383106.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.668Z
central-african-republic-meme,CAR,Central African Republic Meme,solana,solana,,0.0398,39629106.00,39629106.00,1820244.00,1272457.90,0.08,-28.64,-53.48,100.59,7.00,-88.60,-53.90,101.70,0.0562,0.7757,999966990.03,999969691.27,0.0439632067,0.0966273463,27.74,0.0656012963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:27.095Z
debridge,DBR,deBridge,solana,solana,,0.0133,38833401.00,133412845.00,19212937.00,4190037.50,-1.73,-1.38,-2.59,-21.41,-3.20,0.30,-2.50,-20.10,0.0140,0.0552,2910769231.00,9999985445.80,0.0135085005,0.0143793034,42.62,0.0137867648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.603Z
useless-3,USELESS,Useless Coin,solana,solana,,0.0385,38575032.00,38575032.00,15223772.00,1256840.90,-1.21,-10.46,348.20,90.19,201.40,-61.50,366.70,75.40,0.0546,0.0571,999940362.02,999940362.02,0.0313291116,0.0583354949,36.96,0.0436662377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.387Z
bouncebit,BB,BounceBit,solana,solana,,0.0939,38417600.00,197013336.00,11347549.00,,-1.50,-14.95,-10.23,-46.08,-0.10,-30.90,-9.60,-43.80,0.1113,0.8658,409500000.00,2100000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.375Z
pepecoin-2,PEPECOIN,PepeCoin,solana,solana,,0.3954,36981208.00,42979303.00,1311267.00,97467.10,-1.17,-14.95,1.60,-28.91,8.50,28.90,-1.20,-35.30,0.4681,7.5100,92705729.45,107742718.25,0.3669299141,0.4929774607,18.42,0.4545175213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.379Z
tensor,TNSR,Tensor,solana,solana,,0.1101,36841708.00,110104338.00,13916594.00,311699.00,-0.55,-12.58,-12.23,-40.28,87.90,-32.30,-10.40,-38.00,0.1273,2.2300,334607238.98,1000000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.667Z
concierge-io,AVA,AVA (Travala),solana,solana,,0.5288,36402620.00,36402620.00,9182209.00,205476.30,-0.89,-9.56,0.56,-27.03,-2.80,12.40,-2.00,-23.20,0.5878,6.4500,68832267.00,68832267.00,0.5152506603,0.6280604564,20.00,0.5864789980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.376Z
slerf,SLERF,Slerf,solana,solana,,0.0697,34859499.00,34859499.00,5475526.00,38473116.60,-0.47,-9.27,-1.39,-33.41,13.00,-68.20,-1.30,-29.40,0.0777,1.3000,499997750.50,499997750.50,0.0681923546,0.0833410498,24.01,0.0769181181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.603Z
crown-by-third-time-games,CROWN,Crown by Third Time Games,solana,solana,,0.1374,34188989.00,34188989.00,225828.00,109370.00,2.44,-7.16,27.13,42.40,12.30,2.20,26.10,45.90,0.1501,1.9800,250000000.00,250000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.608Z
deapcoin,DEP,DEAPCOIN,solana,solana,,0.0012,33899352.00,36813838.00,2241978.00,,0.13,-1.38,2.52,1.11,-36.10,33.80,3.50,1.50,0.0013,0.0789,27526332268.33,29892900001.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.604Z
aintivirus,AINTI,AIntivirus,solana,solana,,0.0337,33728682.00,33728682.00,0.00,18734.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0337,0.0341,999892763.89,999916582.10,0.0000194717,0.0000236410,6.54,0.0000220476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:42.418Z
big-dog-fink,BINK,Big Dog Fink,solana,solana,,0.0002,33633825.00,33633825.00,1340.09,1158492.40,-0.75,-9.11,-2.57,-23.62,58.00,-71.80,-2.80,-22.10,0.0002,0.0052,148939273948.63,148939274569.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.669Z
layer3,L3,Layer3,solana,solana,,0.0504,32183145.00,167926149.00,8872900.00,51041.90,-1.13,-9.06,-14.45,-23.46,-27.40,40.70,-5.10,-18.70,0.0554,0.1540,638835296.65,3333333333.00,0.0483982561,0.0592762218,37.61,0.0543397526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.376Z
dao-maker,DAO,DAO Maker,solana,solana,,0.1270,31876102.00,35254949.00,1886284.00,733463.50,1.00,-4.97,-0.05,-22.22,188.20,63.50,0.20,-19.30,0.1344,8.7100,250926000.00,277524000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.670Z
tiger-shark,TIGERSHARK,Tiger Shark,solana,solana,,0.0316,31744591.00,31744591.00,219870.00,627460.60,-1.36,-10.30,-15.78,,-47.80,0.00,-14.50,0.00,0.0356,0.0473,999999734.00,999999734.00,0.0303298479,0.0381065345,27.85,0.0337017640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:14:06.475Z
hot-mom,HOTMOM,Hot Mom,solana,solana,,0.0312,31223531.00,31223531.00,1064.12,705046.20,-1.47,-9.65,-4.59,-65.41,-93.90,-100.00,-4.60,-55.70,0.0349,0.1128,999992768.95,999992891.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.380Z
magic-internet-money-runes,MIM,MAGIC•INTERNET•MONEY (Bitcoin),solana,solana,,0.0015,30658474.00,30658474.00,1537051.00,105444.60,0.38,-9.82,-6.42,-47.69,486.50,513.00,-14.20,-47.60,0.0016,0.0049,21000000000.00,21000000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.376Z
fartboy,$FARTBOY,Fartboy,solana,solana,,0.0303,30310318.00,30310318.00,316638.00,818207.30,0.32,-4.63,-3.02,-30.69,9.80,-49.90,-4.50,-17.70,0.0323,0.1944,999388472.28,999438422.34,0.0267003053,0.0330420955,48.43,0.0306553812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.665Z
bilira,TRYB,BiLira,solana,solana,,0.0254,30053220.00,30053220.00,226717.00,,0.00,-0.09,0.51,-1.61,,,,,0.0254,0.1927,1183825378.03,1183825378.03,0.0296597935,0.0342087997,35.14,0.0324220183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:37.849Z
vine,VINE,Vine,solana,solana,,0.0298,29832309.00,29832309.00,41923172.00,2782313.70,-1.47,-15.92,-14.28,-53.94,29.30,-61.10,-15.60,-46.70,0.0355,0.4699,999982791.95,999984003.91,0.0291922267,0.0392047225,22.49,0.0350643356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:09.669Z
mcdull,MCDULL,McDull (Meme),solana,solana,,0.0000,29510436.00,29510436.00,29987.00,871616.30,-0.20,-9.88,-7.60,-38.07,-34.90,-52.90,-7.30,-35.90,0.0000,0.0000,8888887632707.77,8888888292335.22,0.0000032581,0.0000038934,23.73,0.0000036421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.601Z
nobody-sausage,NOBODY,Nobody Sausage,solana,solana,,0.0313,29313030.00,29313030.00,2153980.00,2061621.00,1.72,-14.86,7.16,166.11,19.60,-84.70,8.70,50.50,0.0392,0.0635,936066770.85,939745167.07,0.0278917506,0.0453190589,31.26,0.0377013939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:50.405Z
ai-rig-complex,ARC,AI Rig Complex,solana,solana,,0.0291,29110773.00,29110773.00,13710457.00,2312004.40,-1.52,-14.10,-19.96,-67.90,-0.90,-48.90,-18.00,-66.10,0.0342,0.6232,999993317.72,999994676.83,0.0282990161,0.0417235823,32.72,0.0351521538,,,,,,,,,,,,,,,,,,,,,,,,,,0.10794409090278893,346.8,8028,9.67,199,25.16,50744,1182,0.08286865079894958,-38.71,15348,93.64,358,118.29,50744,1181,2025-06-13T09:12:09.661Z
housecoin-2,HOUSE,Housecoin,solana,solana,,0.0291,29016227.00,29016227.00,20423369.00,1691683.70,-2.12,-15.73,-3.62,-29.10,-53.70,-63.20,-7.90,-31.00,0.0352,0.1178,998833496.41,998833496.41,0.0506510578,0.0689452382,41.42,0.0608806468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:42.412Z
o-intelligence-coin,OI,O Intelligence Coin,solana,solana,,28313963.0000,28314171.00,28314171.00,105714.00,268495.50,7.48,61.42,106.01,32.54,793.80,432.60,112.30,34.40,28333420.0000,213062243.0000,1.00,1.00,14594404.9437438750,28183040.8730823620,66.01,18914935.5343212700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:19.410Z
bertram-the-pomeranian,BERT,Bertram The Pomeranian,solana,solana,,0.0280,27440446.00,27440446.00,2490663.00,1416712.20,-2.06,-3.37,-5.89,-24.68,22.20,-10.00,-0.90,-19.80,0.0313,0.1886,979732266.31,979733036.38,0.0246853329,0.0359916554,38.08,0.0298910795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:25.339Z
parcl,PRCL,Parcl,solana,solana,,0.0778,27336382.00,77837818.00,10600745.00,149481.00,-1.31,-12.65,-3.28,-39.57,12.10,-61.90,-1.20,-40.60,0.0925,0.7370,351196074.68,999998564.71,0.0750975523,0.0980031145,23.07,0.0878297506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.606Z
zeus-netwok-zbtc,ZBTC,Zeus Network zBTC,solana,solana,,104709.0000,27292538.00,27292538.00,2594274.00,5572057.10,-0.10,-2.63,1.40,1.09,11.40,-33.40,3.40,6.50,108391.0000,111881.0000,260.73,86.52,102554.1955180930,116656.1637274618,37.73,107602.0699479281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:42.412Z
jambo,J,Jambo,solana,solana,,0.1672,26658010.00,165569745.00,6602035.00,646342.80,0.68,5.70,7.54,-30.13,55.40,45.70,10.70,-29.50,0.1691,0.9105,161007698.29,999999766.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.610Z
natix-network,NATIX,NATIX Network,solana,solana,,0.0012,26344868.00,122875013.00,623187.00,4475228.70,-0.37,-1.80,-5.97,77.39,-1.00,101.90,-11.90,72.70,0.0013,0.0020,21372171158.60,99771716277.61,0.0011597862,0.0013350049,53.18,0.0012451019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:25.336Z
helium-mobile,MOBILE,Helium Mobile,solana,solana,,0.0003,26275887.00,73951598.00,2616964.00,296766.90,0.45,-9.63,-11.33,-36.52,121.30,-12.00,-12.80,-46.50,0.0004,0.0078,81721749891.27,230000000000.00,0.0003162723,0.0003835032,10.67,0.0003601159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.602Z
neon,NEON,Neon,solana,solana,,0.1069,25608858.00,106941756.00,990506.00,75626.30,1.25,-8.48,-5.32,-34.85,-50.10,-93.00,-5.60,-41.10,0.1171,3.9100,239465430.68,999999892.99,0.1050584170,0.1227909984,12.40,0.1142404403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.604Z
kokok-the-roach,KOKOK,KoKoK The Roach,solana,solana,,0.1276,25517384.00,25517384.00,895948.00,706880.50,-1.98,-11.23,-25.73,423.07,67.80,115.00,-20.70,345.60,0.1500,0.2033,199997909.13,199997909.13,0.1086496020,0.1553942346,46.81,0.1330667368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:50.392Z
wen-4,WEN,Wen,solana,solana,,0.0000,25434732.00,25434732.00,4572925.00,53576.60,-1.51,-12.66,-7.60,-49.09,7.00,-29.60,-16.10,-47.20,0.0000,0.0005,727628581481.70,727633935617.79,0.0000330109,0.0000444101,29.30,0.0000394578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.611Z
pythia,PYTHIA,PYTHIA,solana,solana,,0.0254,25376886.00,25376886.00,2112548.00,2236285.70,-0.11,-8.18,25.58,41.26,122.00,161.30,20.30,52.80,0.0278,0.0496,999980463.18,999981639.61,0.0067600000,0.0125900000,35.10,0.0100952000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:25.349Z
step-finance,STEP,Step Finance,solana,solana,,0.0785,24962902.00,27471527.00,247974.00,623238.40,0.17,-4.74,8.89,-11.38,48.60,134.70,4.60,-7.80,0.0833,10.2000,318038432.66,349999458.97,0.0758948803,0.0835514748,30.88,0.0802586834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.606Z
collaterize,COLLAT,Collaterize,solana,solana,,0.0241,24251827.00,24251827.00,4142564.00,1377117.30,-0.84,-16.32,-25.96,3.82,-27.10,-60.20,-21.40,24.00,0.0295,0.0897,999960761.57,999961687.33,,,49.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:48.915Z
jelly-my-jelly,JELLYJELLY,Jelly-My-Jelly,solana,solana,,0.0238,23731810.00,23731810.00,8549585.00,2462295.20,-2.84,-1.73,-2.62,-62.83,54.60,-89.40,-0.50,-26.30,0.0246,0.2201,999999099.34,999999099.34,,,46.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:25.343Z
unicorn-fart-dust,UFD,Unicorn Fart Dust,solana,solana,,0.0236,23602134.00,23602134.00,6379467.00,2242362.00,-0.06,-19.39,-4.55,-52.60,-74.80,-45.90,-5.60,-52.20,0.0296,0.4032,999991824.63,999991824.63,0.0207143058,0.0510079655,55.34,0.0343372710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.606Z
port3-network,PORT3,Port3 Network,solana,solana,,0.0471,23563309.00,47141022.00,9799074.00,,-1.07,-0.78,1.04,89.95,-94.80,54.60,-6.20,51.60,0.0486,0.3265,499847222.00,1000000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:25.352Z
sanctum-2,CLOUD,Cloud,solana,solana,,0.1305,23484347.00,130468593.00,7181578.00,4276522.70,-0.98,-11.36,11.38,42.42,-63.50,188.80,8.10,46.80,0.1497,0.6252,180000000.00,1000000000.00,0.1307240753,0.1611920355,15.17,0.1447096665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.613Z
laine-stake,LAINESOL,Laine Staked SOL,solana,solana,,179.8000,23437687.00,23437687.00,2182.19,1373.50,-0.24,-9.16,-1.95,-18.76,157.80,-10.60,-2.10,-17.10,199.2600,1044.0400,130355.58,130355.58,174.9726495953,208.8154743996,22.98,195.7557616020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.604Z
bubblemaps,BMT,Bubblemaps,solana,solana,,0.0912,23396860.00,91329449.00,61028738.00,748031.60,-0.98,-10.62,-24.47,-13.81,-24.30,116.90,-27.70,-8.60,0.1062,0.3173,256180900.00,1000000000.00,,,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.380Z
sigma,SIGMA,Sigma,solana,solana,,0.0259,23199646.00,23199646.00,10740523.00,1690942.00,-1.26,23.23,58.57,-0.78,579.50,504.60,55.60,13.50,0.0433,0.1722,899825313.83,899825775.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.615Z
zeta,ZEX,Zeta,solana,solana,,0.1229,23097661.00,123010184.00,10750848.00,421935.90,4.62,3.97,259.77,320.10,898.00,921.50,312.50,353.60,0.1321,0.3078,187769893.98,999998158.24,0.0893165614,0.1739307900,56.79,0.1173726928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:25.341Z
retardio,RETARDIO,RETARDIO,solana,solana,,0.0230,22985059.00,22985059.00,3133445.00,1380292.70,9.42,5.67,41.40,-35.68,194.70,49.20,44.80,-35.70,0.0276,0.2422,999741586.00,999741586.00,0.0159488700,0.0287925333,53.84,0.0218296086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.608Z
cudis,CUDIS,Cudis,solana,solana,,0.0917,22704364.00,91734802.00,85987318.00,860.60,-6.18,-10.31,-29.66,,-27.70,0.00,-6.60,0.00,0.1148,0.1571,247500000.00,1000000000.00,0.0855112165,0.1162960395,36.99,0.0976887376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:14:06.476Z
qkacoin,QKA,Qkacoin,solana,solana,,0.7038,22299748.00,22299748.00,102501.00,,-0.04,-0.25,10.58,37.30,17.50,321.60,0.00,0.00,0.7314,0.7314,31668129.00,31668129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:14:06.489Z
purple-pepe,PURPE,PURPLE PEPE,solana,solana,,0.0001,22030337.00,22030337.00,228250.00,1003419.60,-0.85,-5.34,-1.46,-37.05,7.50,-80.60,-11.90,-31.10,0.0001,0.0003,420690000000.00,420690000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.609Z
ninja-squad,NST,Ninja Squad Token,solana,solana,,2.6200,21817518.00,21817518.00,188684.00,331988.10,-0.33,-10.37,-0.36,-29.30,64.00,-41.10,-1.40,-26.50,2.9300,8.5000,8311274.43,8161274.43,,,36.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.610Z
dego-finance,DEGO,Dego Finance,solana,solana,,1.0280,21757120.00,21757120.00,5424919.00,8882.10,-2.56,-16.32,-22.93,-46.87,-46.60,289.70,-20.40,-44.90,1.2700,33.4100,21000000.00,21000000.00,1.1922563488,2.6659085651,59.20,1.8081909593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.375Z
moonpig,MOONPIG,moonpig,solana,solana,,0.0217,21389165.00,21389165.00,21879034.00,1267377.60,-3.44,9.22,57.36,-19.32,-34.50,24.00,52.70,-11.20,0.0287,0.1227,980325196.57,980356253.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.380Z
realio-network,RIO,Realio Network Token,solana,solana,,0.2896,21163862.00,21163862.00,5266859.00,13477.50,0.38,-8.78,22.87,-21.01,278.40,75.00,24.40,-16.80,0.3575,5.1200,73030211.05,72946775.93,0.2363481483,0.3729370266,73.84,0.2686488305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.381Z
daddy-tate,DADDY,Daddy Tate,solana,solana,,0.0344,20609701.00,20609701.00,1166700.00,1760516.50,-0.75,-8.07,-3.93,-15.62,-10.30,-44.90,-6.40,-13.10,0.0375,0.2886,599639742.68,599640752.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.614Z
rune-pups,PUPS,Pups (Bitcoin),solana,solana,,0.0200,20196940.00,20196940.00,151195.00,126927.00,1.38,-11.73,3.00,-46.35,240.60,-44.90,-6.50,-44.10,0.0230,3.8700,1000000000.00,1000000000.00,0.0193197005,0.0254702696,39.00,0.0227161368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.606Z
mango-markets,MNGO,Mango,solana,solana,,0.0180,20138122.00,90106082.00,3012.84,30894.60,0.00,-1.46,0.40,-10.83,-69.10,-62.90,0.30,-9.50,0.0183,0.4988,1117467403.68,5000000000.00,0.0157886056,0.0186972644,48.74,0.0179468985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.611Z
kled-ai,KLED,Kled AI,solana,solana,,0.0196,20049090.00,20049090.00,10553872.00,824830.30,-10.41,-3.21,-21.60,,94.70,0.00,-0.80,0.00,0.0275,0.0346,999815348.67,999822942.87,0.0157667608,0.0338628905,39.24,0.0216694970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.383Z
swarms,SWARMS,Swarms,solana,solana,,0.0199,19900257.00,19900257.00,9144650.00,1967984.00,-0.80,-8.92,-7.29,-51.11,38.00,-59.10,-6.90,-47.30,0.0221,0.6055,999984830.56,999984830.56,0.0363500000,0.0655800000,49.73,0.0520814000,,,,,,,,,,,,,,,,,,,,,,,,,,0.05129820099783916,-42.3,46938,210.81,652,355.94,48047,496,0.066428733916113,40.1,90984,-25.87,1122,-2.69,48047,494,2025-06-13T09:12:17.602Z
bitrise-token,BRISE,Bitgert,solana,solana,,0.0000,19848332.00,21422167.00,3493256.00,96992.40,-0.63,-4.72,-1.75,-26.01,41.50,2.10,-4.10,-24.90,0.0000,0.0000,395688213081653.25,427063549263988.00,0.0000000825,0.0000000971,35.15,0.0000000880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.381Z
doodles,DOOD,Doodles,solana,solana,,0.0025,19529680.00,25038051.00,8262321.00,530445.00,-1.20,-12.34,-16.68,-55.79,-3.90,-78.20,-16.30,-54.70,0.0029,0.0089,7800000000.00,10000000000.00,0.0024303393,0.0032115286,26.46,0.0028387259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:13:58.381Z
star-atlas,ATLAS,Star Atlas,solana,solana,,0.0010,19304012.00,35438326.00,1090098.00,338634.00,-0.28,-7.82,-9.57,-36.81,3.30,-10.60,-7.00,-31.70,0.0011,0.2675,19609967693.31,36000000000.00,0.0009815400,0.0011373192,24.70,0.0010639763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T09:12:17.607Z
